,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number
236,2023,Spring,2023-sp,CLCV 220,Exploring the Greek and Roman World,,Western/Comparative Cultures,Literature & the Arts,,,,CLCV,220
237,2023,Spring,2023-sp,CLCV 221,Odysseus and Other Heroes,,Western/Comparative Cultures,Literature & the Arts,,,,CLCV,221
238,2023,Spring,2023-sp,CLCV 222,Introduction to Greek and Roman Theater,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,CLCV,222
239,2023,Spring,2023-sp,CLCV 223,"Myth,History,Fiction,Tradition",,Western/Comparative Cultures,,,,,CLCV,223
240,2023,Spring,2023-sp,CLCV 224,American Race and Ethnicity in the Classical Tradition,,US Minority Cultures,Literature & the Arts,,,,CLCV,224
241,2023,Spring,2023-sp,CLCV 225,"Greco-Roman Demo, Econ, Cult",,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,CLCV,225
242,2023,Spring,2023-sp,CLCV 230,Ancient Engineering,,Western/Comparative Cultures,,Physical Sciences,,,CLCV,230
243,2023,Spring,2023-sp,CLCV 231,Development of Ancient Cities,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,CLCV,231
244,2023,Spring,2023-sp,CLCV 240,Gender & Sexuality in Greco-Roman Antiquity,,Western/Comparative Cultures,Literature & the Arts,,,,CLCV,240
245,2023,Spring,2023-sp,CLCV 250,Sports and Society in Greece and Rome,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,CLCV,250
246,2023,Spring,2023-sp,CLCV 323,The Comic Imagination,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,CLCV,323
247,2023,Spring,2023-sp,CMN 102,Introduction to Communication,,,,,,BSC,CMN,102
248,2023,Spring,2023-sp,CMN 210,Public Comm in Everyday Life,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,CMN,210
249,2023,Spring,2023-sp,CMN 214,Organizational Communication & Diversity,,US Minority Cultures,,,,,CMN,214
250,2023,Spring,2023-sp,CMN 220,Communicating Public Policy,Advanced Composition,,,,,,CMN,220
251,2023,Spring,2023-sp,CMN 230,Intro to Interpersonal Comm,,,,,,Social Sciences,CMN,230
252,2023,Spring,2023-sp,CMN 231,Communication and Conflict,,,,,,BSC,CMN,231
253,2023,Spring,2023-sp,CMN 232,Intro to Intercultural Comm,,Non-Western Cultures,,,,Social Sciences,CMN,232
254,2023,Spring,2023-sp,CMN 250,Social Movement Communication,,US Minority Cultures,,,,,CMN,250
255,2023,Spring,2023-sp,CMN 260,Intro to Health Communication,,Western/Comparative Cultures,,,,BSC,CMN,260
256,2023,Spring,2023-sp,CMN 275,"Media, Money and Power",,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,CMN,275
257,2023,Spring,2023-sp,CMN 277,Introduction to Mediated Communication,,US Minority Cultures,,,,Social Sciences,CMN,277
258,2023,Spring,2023-sp,CMN 280,Comm Technology & Society,,,,,,Social Sciences,CMN,280
259,2023,Spring,2023-sp,CPSC 112,Introduction to Crop Sciences,,,,Life Sciences,,,CPSC,112
260,2023,Spring,2023-sp,CPSC 113,"Environment, Agriculture, and Society",,Western/Comparative Cultures,,Life Sciences,,,CPSC,113
261,2023,Spring,2023-sp,CPSC 116,The Global Food Production Web,,Non-Western Cultures,,,,,CPSC,116
262,2023,Spring,2023-sp,CPSC 131,Agriculture in Mythology,,Non-Western Cultures,,,,,CPSC,131
263,2023,Spring,2023-sp,CPSC 241,Intro to Applied Statistics,,,,,Quantitative Reasoning 1,,CPSC,241
264,2023,Spring,2023-sp,CPSC 261,Biotechnology in Agriculture,,,,Life Sciences,,,CPSC,261
265,2023,Spring,2023-sp,CPSC 270,Applied Entomology,,,,Life Sciences,,,CPSC,270
266,2023,Spring,2023-sp,CS 101,Intro Computing: Engrg & Sci,,,,,Quantitative Reasoning 2,,CS,101
267,2023,Spring,2023-sp,CS 105,Intro Computing: Non-Tech,,,,,Quantitative Reasoning 1,,CS,105
268,2023,Spring,2023-sp,CS 107,Data Science Discovery,,,,,Quantitative Reasoning 1,,CS,107
269,2023,Spring,2023-sp,CS 124,Introduction to Computer Science I,,,,,Quantitative Reasoning 1,,CS,124
270,2023,Spring,2023-sp,CS 125,Introduction to Computer Science,,,,,Quantitative Reasoning 1,,CS,125
271,2023,Spring,2023-sp,CS 128,Introduction to Computer Science II,,,,,Quantitative Reasoning 2,,CS,128
272,2023,Spring,2023-sp,CS 211,Ethical and Professional Conduct,Advanced Composition,,,,,,CS,211
273,2023,Spring,2023-sp,CS 225,Data Structures,,,,,Quantitative Reasoning 2,,CS,225
274,2023,Spring,2023-sp,CS 429,"Software Engineering II, ACP",Advanced Composition,,,,,,CS,429
275,2023,Spring,2023-sp,CS 493,"Senior Project II, ACP",Advanced Composition,,,,,,CS,493
276,2023,Spring,2023-sp,CS 499,Senior Thesis,Advanced Composition,,,,,,CS,499
277,2023,Spring,2023-sp,CW 100,Intro to Creative Writing,,,Literature & the Arts,,,,CW,100
278,2023,Spring,2023-sp,CW 243,"The Craft Essay: Creative Reading, Reflection, and Revision",Advanced Composition,,,,,,CW,243
279,2023,Spring,2023-sp,CWL 111,Bible as Literature,,,Literature & the Arts,,,,CWL,111
280,2023,Spring,2023-sp,CWL 114,Global Consciousness and Lit,,Non-Western Cultures,Literature & the Arts,,,,CWL,114
281,2023,Spring,2023-sp,CWL 117,Russ & E Euro Science Fiction,,,Literature & the Arts,,,,CWL,117
282,2023,Spring,2023-sp,CWL 122,Russia and Black America,,US Minority Cultures,,,,,CWL,122
283,2023,Spring,2023-sp,CWL 151,Cross-Cultural Thematics,,,Literature & the Arts,,,,CWL,151
284,2023,Spring,2023-sp,CWL 189,Literatures of the Islamic World,,Non-Western Cultures,Literature & the Arts,,,,CWL,189
285,2023,Spring,2023-sp,CWL 190,Modern Asian and African Literatures,,Non-Western Cultures,Literature & the Arts,,,,CWL,190
286,2023,Spring,2023-sp,CWL 201,Comparative Lit Studies,,,Literature & the Arts,,,,CWL,201
287,2023,Spring,2023-sp,CWL 202,Literature and Ideas,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,202
288,2023,Spring,2023-sp,CWL 204,US Border Literatures and Cultures,,US Minority Cultures,,,,,CWL,204
289,2023,Spring,2023-sp,CWL 205,Islam & West Through Lit,,,Literature & the Arts,,,,CWL,205
290,2023,Spring,2023-sp,CWL 207,Indian Cinema in Context,,Non-Western Cultures,Literature & the Arts,,,,CWL,207
291,2023,Spring,2023-sp,CWL 208,Cultures & Literatures of South Asia,,Non-Western Cultures,Literature & the Arts,,,,CWL,208
292,2023,Spring,2023-sp,CWL 209,Jewish American and US Minority Literatures in Dialogue,,US Minority Cultures,Literature & the Arts,,,,CWL,209
293,2023,Spring,2023-sp,CWL 210,Introduction to Modern African Literature,,Non-Western Cultures,Literature & the Arts,,,,CWL,210
294,2023,Spring,2023-sp,CWL 211,The Arab-Israeli Conflict,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,211
295,2023,Spring,2023-sp,CWL 212,Israeli Cinema and Television,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,212
296,2023,Spring,2023-sp,CWL 215,"Madness, Myth, and Murder",,,Literature & the Arts,,,,CWL,215
297,2023,Spring,2023-sp,CWL 216,Legends of King Arthur,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,216
298,2023,Spring,2023-sp,CWL 217,Classical Chinese Lit,,Non-Western Cultures,Literature & the Arts,,,,CWL,217
299,2023,Spring,2023-sp,CWL 220,Exploring the Greek and Roman World,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,220
300,2023,Spring,2023-sp,CWL 221,Jewish Storytelling,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,221
301,2023,Spring,2023-sp,CWL 223,The Qur'an (Koran),,Non-Western Cultures,Literature & the Arts,,,,CWL,223
302,2023,Spring,2023-sp,CWL 226,Humanist Persp of Afro-Am Exp,,US Minority Cultures,Literature & the Arts,,,,CWL,226
303,2023,Spring,2023-sp,CWL 227,Golden Age of Russian Lit,,,Literature & the Arts,,,,CWL,227
304,2023,Spring,2023-sp,CWL 230,Popular Cultures of Contemporary East Asia,,Non-Western Cultures,Literature & the Arts,,,,CWL,230
305,2023,Spring,2023-sp,CWL 240,Italy Middle Ages & Renaiss,,,Literature & the Arts,,,,CWL,240
306,2023,Spring,2023-sp,CWL 241,Early Masterpieces of Western Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,CWL,241
307,2023,Spring,2023-sp,CWL 242,Modern Masterpieces of Western Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,CWL,242
308,2023,Spring,2023-sp,CWL 249,Russian Lit and Revolution,,,Literature & the Arts,,,,CWL,249
309,2023,Spring,2023-sp,CWL 250,Grimms' Fairy Tales - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,CWL,250
310,2023,Spring,2023-sp,CWL 251,Viking Mythology,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,CWL,251
311,2023,Spring,2023-sp,CWL 252,Viking Sagas in Translation,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,252
312,2023,Spring,2023-sp,CWL 253,Medieval Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,253
313,2023,Spring,2023-sp,CWL 254,Grimm's Fairy Tales in Context,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,254
314,2023,Spring,2023-sp,CWL 255,Renaissance Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,255
315,2023,Spring,2023-sp,CWL 257,Enlightenment Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,257
316,2023,Spring,2023-sp,CWL 259,Early African American Literature and Culture,,US Minority Cultures,,,,,CWL,259
317,2023,Spring,2023-sp,CWL 260,Modern African American Literature and Culture,,US Minority Cultures,,,,,CWL,260
318,2023,Spring,2023-sp,CWL 262,Gender & Sexuality in Greco-Roman Antiquity,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,262
319,2023,Spring,2023-sp,CWL 263,Odysseus and Other Heroes,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,263
320,2023,Spring,2023-sp,CWL 264,Introduction to Greek and Roman Theater,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,CWL,264
321,2023,Spring,2023-sp,CWL 267,The Short Story,,,Literature & the Arts,,,,CWL,267
322,2023,Spring,2023-sp,CWL 269,"British, American, and Continental Fiction",,,Literature & the Arts,,,,CWL,269
323,2023,Spring,2023-sp,CWL 271,The Holocaust in Context - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,CWL,271
324,2023,Spring,2023-sp,CWL 272,Sexuality and Literature,,,Literature & the Arts,,,,CWL,272
325,2023,Spring,2023-sp,CWL 273,The Holocaust in Context,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,273
326,2023,Spring,2023-sp,CWL 275,Masterpieces of East Asian Lit,,Non-Western Cultures,Literature & the Arts,,,,CWL,275
327,2023,Spring,2023-sp,CWL 276,Asian Film Genres,,Non-Western Cultures,Literature & the Arts,,,,CWL,276
328,2023,Spring,2023-sp,CWL 283,Jewish Sacred Literature,,,Literature & the Arts,,,,CWL,283
329,2023,Spring,2023-sp,CWL 311,Japan Lit in Translation I,,Non-Western Cultures,Literature & the Arts,,,,CWL,311
330,2023,Spring,2023-sp,CWL 312,Japan Lit in Translation II,,Non-Western Cultures,Literature & the Arts,,,,CWL,312
331,2023,Spring,2023-sp,CWL 320,Responses to the Holocaust,,Western/Comparative Cultures,Literature & the Arts,,,,CWL,320
332,2023,Spring,2023-sp,CWL 322,The Comic Imagination,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,CWL,322
333,2023,Spring,2023-sp,CWL 400,African Diasporic Thought in the Caribbean,,Non-Western Cultures,,,,,CWL,400
334,2023,Spring,2023-sp,DANC 100,Intro to Contemporary Dance,,Western/Comparative Cultures,Literature & the Arts,,,,DANC,100
335,2023,Spring,2023-sp,DANC 125,Black Dances of Resistance,,US Minority Cultures,,,,,DANC,125
336,2023,Spring,2023-sp,DANC 200,Explore Music through Dance,,,Literature & the Arts,,,,DANC,200
337,2023,Spring,2023-sp,DANC 340,Dancing Black Popular Culture,,US Minority Cultures,Historical & Philosophical Perspectives,,,,DANC,340
338,2023,Spring,2023-sp,DANC 345,Dance Anatomy and Kinesiology,,,,Life Sciences,,,DANC,345
339,2023,Spring,2023-sp,DANC 441,Dance History Seminar,Advanced Composition,,,,,,DANC,441
340,2023,Spring,2023-sp,EALC 120,East Asian Civilizations,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,EALC,120
341,2023,Spring,2023-sp,EALC 122,History East Asian Religions,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,EALC,122
342,2023,Spring,2023-sp,EALC 130,The Chinese Language,,Non-Western Cultures,,,,Social Sciences,EALC,130
343,2023,Spring,2023-sp,EALC 132,Zen,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,EALC,132
344,2023,Spring,2023-sp,EALC 207,Classical Chinese Lit,,Non-Western Cultures,Literature & the Arts,,,,EALC,207
345,2023,Spring,2023-sp,EALC 212,East Asian Art History,,Non-Western Cultures,Literature & the Arts,,,,EALC,212
346,2023,Spring,2023-sp,EALC 214,Art in China,,Non-Western Cultures,,,,,EALC,214
347,2023,Spring,2023-sp,EALC 220,Traditional China,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,EALC,220
348,2023,Spring,2023-sp,EALC 221,Modern China,,Non-Western Cultures,,,,,EALC,221
349,2023,Spring,2023-sp,EALC 222,Chinese Thought and Culture,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,EALC,222
350,2023,Spring,2023-sp,EALC 225,Japanese Religions: Thought and Practice,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,EALC,225
351,2023,Spring,2023-sp,EALC 226,Premodern Japanese History,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,EALC,226
352,2023,Spring,2023-sp,EALC 227,Modern Japanese History,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,EALC,227
353,2023,Spring,2023-sp,EALC 230,Popular Cultures of Contemporary East Asia,,Non-Western Cultures,Literature & the Arts,,,,EALC,230
354,2023,Spring,2023-sp,EALC 240,Chinese Civilization,,Non-Western Cultures,,,,,EALC,240
355,2023,Spring,2023-sp,EALC 250,Intro to Japanese Culture,,Non-Western Cultures,,,,Social Sciences,EALC,250
356,2023,Spring,2023-sp,EALC 275,Masterpieces of East Asian Lit,,Non-Western Cultures,Literature & the Arts,,,,EALC,275
357,2023,Spring,2023-sp,EALC 276,Asian Film Genres,,Non-Western Cultures,Literature & the Arts,,,,EALC,276
358,2023,Spring,2023-sp,EALC 285,Intro to Korea Through Film,,Non-Western Cultures,,,,,EALC,285
359,2023,Spring,2023-sp,EALC 287,Introduction to Buddhism,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,EALC,287
360,2023,Spring,2023-sp,EALC 305,Japan Lit in Translation I,,Non-Western Cultures,Literature & the Arts,,,,EALC,305
361,2023,Spring,2023-sp,EALC 306,Japan Lit in Translation II,,Non-Western Cultures,Literature & the Arts,,,,EALC,306
362,2023,Spring,2023-sp,EALC 327,Tokyo: Then and Now,Advanced Composition,Non-Western Cultures,,,,,EALC,327
363,2023,Spring,2023-sp,EALC 361,Gender and Women in East Asia,Advanced Composition,,,,,,EALC,361
364,2023,Spring,2023-sp,EALC 365,Contemporary Korean Society,,Non-Western Cultures,,,,SS BSC,EALC,365
365,2023,Spring,2023-sp,EALC 367,History of Korea,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,EALC,367
366,2023,Spring,2023-sp,ECE 101,Exploring Digital Info Technol,,,,Physical Sciences,Quantitative Reasoning 2,,ECE,101
367,2023,Spring,2023-sp,ECE 316,Ethics and Engineering,Advanced Composition,,Historical & Philosophical Perspectives,,,,ECE,316
368,2023,Spring,2023-sp,ECE 445,Senior Design Project Lab,Advanced Composition,,,,,,ECE,445
369,2023,Spring,2023-sp,ECE 496,Senior Research Project,Advanced Composition,,,,,,ECE,496
370,2023,Spring,2023-sp,ECE 499,Senior Thesis,Advanced Composition,,,,,,ECE,499
371,2023,Spring,2023-sp,ECON 101,Introduction to Economics,,,,,,Social Sciences,ECON,101
372,2023,Spring,2023-sp,ECON 102,Microeconomic Principles,,,,,,Social Sciences,ECON,102
373,2023,Spring,2023-sp,ECON 103,Macroeconomic Principles,,,,,,Social Sciences,ECON,103
374,2023,Spring,2023-sp,ECON 202,Economic Statistics I,,,,,Quantitative Reasoning 1,,ECON,202
375,2023,Spring,2023-sp,ECON 210,Environmental Economics,,,,,,Social Sciences,ECON,210
376,2023,Spring,2023-sp,ECON 442,Women in the Economy,Advanced Composition,,,,,,ECON,442
377,2023,Spring,2023-sp,ECON 451,Program Evaluation in Developing Economies,Advanced Composition,,,,,,ECON,451
378,2023,Spring,2023-sp,EDUC 201,Identity and Difference in Education,,US Minority Cultures,,,,,EDUC,201
379,2023,Spring,2023-sp,EDUC 202,"Social Justice, School and Society",Advanced Composition,,Historical & Philosophical Perspectives,,,,EDUC,202
380,2023,Spring,2023-sp,ENGL 101,Intro to Poetry,,,Literature & the Arts,,,,ENGL,101
381,2023,Spring,2023-sp,ENGL 102,Intro to Drama,,,Literature & the Arts,,,,ENGL,102
382,2023,Spring,2023-sp,ENGL 103,Intro to Fiction,,,Literature & the Arts,,,,ENGL,103
383,2023,Spring,2023-sp,ENGL 104,Introduction to Film,,,Literature & the Arts,,,,ENGL,104
384,2023,Spring,2023-sp,ENGL 109,Intro to Fiction-ACP,Advanced Composition,,Literature & the Arts,,,,ENGL,109
385,2023,Spring,2023-sp,ENGL 114,Bible as Literature,,,Literature & the Arts,,,,ENGL,114
386,2023,Spring,2023-sp,ENGL 115,Intro to British Literature,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,115
387,2023,Spring,2023-sp,ENGL 116,Introduction to American Literature,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,116
388,2023,Spring,2023-sp,ENGL 117,Shakespeare on Film,,,Literature & the Arts,,,,ENGL,117
389,2023,Spring,2023-sp,ENGL 122,The Middle Ages in Popular Culture,,,Literature & the Arts,,,,ENGL,122
390,2023,Spring,2023-sp,ENGL 150,Black Literature in America,,US Minority Cultures,Literature & the Arts,,,,ENGL,150
391,2023,Spring,2023-sp,ENGL 200,Introduction to the Study of Literature and Culture,,,Literature & the Arts,,,,ENGL,200
392,2023,Spring,2023-sp,ENGL 202,Medieval Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,202
393,2023,Spring,2023-sp,ENGL 204,Renaissance Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,204
394,2023,Spring,2023-sp,ENGL 206,Enlightenment Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,206
395,2023,Spring,2023-sp,ENGL 207,Romantic Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,207
396,2023,Spring,2023-sp,ENGL 208,Victorian Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,208
397,2023,Spring,2023-sp,ENGL 209,Early British Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,209
398,2023,Spring,2023-sp,ENGL 210,Modern British Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,210
399,2023,Spring,2023-sp,ENGL 211,Introduction to Modern African Literature,,Non-Western Cultures,Literature & the Arts,,,,ENGL,211
400,2023,Spring,2023-sp,ENGL 213,Modernist Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,213
401,2023,Spring,2023-sp,ENGL 216,Legends of King Arthur,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,216
402,2023,Spring,2023-sp,ENGL 218,Introduction to Shakespeare,,,Literature & the Arts,,,,ENGL,218
403,2023,Spring,2023-sp,ENGL 219,Literature and Medicine,,,Literature & the Arts,,,,ENGL,219
404,2023,Spring,2023-sp,ENGL 220,Literature and Science,,,Literature & the Arts,,,,ENGL,220
405,2023,Spring,2023-sp,ENGL 222,Jewish American and US Minority Literatures in Dialogue,,US Minority Cultures,Literature & the Arts,,,,ENGL,222
406,2023,Spring,2023-sp,ENGL 223,Jewish Storytelling,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,223
407,2023,Spring,2023-sp,ENGL 224,Latina/o Popular Culture,,US Minority Cultures,,,,,ENGL,224
408,2023,Spring,2023-sp,ENGL 225,Intro to Latina/o Literature,,US Minority Cultures,Literature & the Arts,,,,ENGL,225
409,2023,Spring,2023-sp,ENGL 241,Modern Poetry,,Western/Comparative Cultures,,,,,ENGL,241
410,2023,Spring,2023-sp,ENGL 245,The Short Story,,,Literature & the Arts,,,,ENGL,245
411,2023,Spring,2023-sp,ENGL 247,The British Novel,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,247
412,2023,Spring,2023-sp,ENGL 248,"British, American, and Continental Fiction",,,Literature & the Arts,,,,ENGL,248
413,2023,Spring,2023-sp,ENGL 250,Nineteenth-Century American Fiction,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,250
414,2023,Spring,2023-sp,ENGL 251,The Twentieth-Century American Novel,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,251
415,2023,Spring,2023-sp,ENGL 253,Topics in Literature and New Media,,,Literature & the Arts,,,,ENGL,253
416,2023,Spring,2023-sp,ENGL 255,Early American Literature and Culture,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,255
417,2023,Spring,2023-sp,ENGL 256,Survey of American Lit II,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,256
418,2023,Spring,2023-sp,ENGL 259,Early African American Literature and Culture,,US Minority Cultures,,,,,ENGL,259
419,2023,Spring,2023-sp,ENGL 260,Modern African American Literature and Culture,,US Minority Cultures,,,,,ENGL,260
420,2023,Spring,2023-sp,ENGL 265,Intro to American Indian Lit,,US Minority Cultures,Literature & the Arts,,,,ENGL,265
421,2023,Spring,2023-sp,ENGL 266,Grimm's Fairy Tales in Context,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,266
422,2023,Spring,2023-sp,ENGL 267,Grimms' Fairy Tales - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,267
423,2023,Spring,2023-sp,ENGL 268,The Holocaust in Context - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,268
424,2023,Spring,2023-sp,ENGL 269,The Holocaust in Context,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,269
425,2023,Spring,2023-sp,ENGL 270,American Film Genres,,,Literature & the Arts,,,,ENGL,270
426,2023,Spring,2023-sp,ENGL 275,Am Indian and Indigenous Film,,US Minority Cultures,Literature & the Arts,,,,ENGL,275
427,2023,Spring,2023-sp,ENGL 276,Asian Film Genres,,Non-Western Cultures,Literature & the Arts,,,,ENGL,276
428,2023,Spring,2023-sp,ENGL 285,Postcolonial Literature in English,,Non-Western Cultures,Literature & the Arts,,,,ENGL,285
429,2023,Spring,2023-sp,ENGL 286,Asian American Literature,,US Minority Cultures,Literature & the Arts,,,,ENGL,286
430,2023,Spring,2023-sp,ENGL 330,Slavery and Identity,,US Minority Cultures,Literature & the Arts,,,,ENGL,330
431,2023,Spring,2023-sp,ENGL 350,"Writing about Literature, Text, and Culture",Advanced Composition,,,,,,ENGL,350
432,2023,Spring,2023-sp,ENGL 359,Responses to the Holocaust,,Western/Comparative Cultures,Literature & the Arts,,,,ENGL,359
433,2023,Spring,2023-sp,ENGL 360,Environmental Writing,Advanced Composition,,,,,,ENGL,360
434,2023,Spring,2023-sp,ENGL 477,Advanced Environmental Writing,Advanced Composition,,,,,,ENGL,477
435,2023,Spring,2023-sp,ENSU 301,Soc Impacts Weather & Climate,,,,,,Social Sciences,ENSU,301
436,2023,Spring,2023-sp,ENVS 101,Introduction to Energy Sources,,,,Physical Sciences,Quantitative Reasoning 2,,ENVS,101
437,2023,Spring,2023-sp,ENVS 210,Environmental Economics,,,,,,Social Sciences,ENVS,210
438,2023,Spring,2023-sp,ENVS 220,Communicating Agriculture,Advanced Composition,,,,,,ENVS,220
439,2023,Spring,2023-sp,EPOL 202,Foundations of Education-ACP,Advanced Composition,,,,,,EPOL,202
440,2023,Spring,2023-sp,EPOL 310,Race and Cultural Diversity,Advanced Composition,US Minority Cultures,,,,,EPOL,310
441,2023,Spring,2023-sp,EPOL 350,Social Learning and Knowledge,Advanced Composition,,,,,Social Sciences,EPOL,350
442,2023,Spring,2023-sp,EPOL 380,Education and Social Justice,,US Minority Cultures,Historical & Philosophical Perspectives,,,,EPOL,380
443,2023,Spring,2023-sp,EPOL 402,Asian American Education,Advanced Composition,US Minority Cultures,,,,,EPOL,402
444,2023,Spring,2023-sp,EPS 202,Foundations of Education-ACP,Advanced Composition,,,,,,EPS,202
445,2023,Spring,2023-sp,EPS 310,Race and Cultural Diversity,Advanced Composition,US Minority Cultures,,,,,EPS,310
446,2023,Spring,2023-sp,EPS 380,Education and Social Justice,,US Minority Cultures,Historical & Philosophical Perspectives,,,,EPS,380
447,2023,Spring,2023-sp,EPS 402,Asian American Education,Advanced Composition,US Minority Cultures,,,,,EPS,402
448,2023,Spring,2023-sp,EPSY 201,Educational Psychology,,,,,,BSC,EPSY,201
449,2023,Spring,2023-sp,EPSY 202,Exploring Cultural Diversity,,US Minority Cultures,,,,,EPSY,202
450,2023,Spring,2023-sp,EPSY 220,Career Theory and Practice,,,,,,BSC,EPSY,220
451,2023,Spring,2023-sp,EPSY 222,Language & Culture of Deaf Communities,,US Minority Cultures,,,,Social Sciences,EPSY,222
452,2023,Spring,2023-sp,EPSY 280,Elements of Statistics,,,,,Quantitative Reasoning 1,,EPSY,280
453,2023,Spring,2023-sp,ESE 100,Sustainable Earth,,,,Physical Sciences,,,ESE,100
454,2023,Spring,2023-sp,ESE 103,Earth's Physical Systems,,,,Physical Sciences,,,ESE,103
455,2023,Spring,2023-sp,ESE 104,Geology of the National Parks,,,,Physical Sciences,,,ESE,104
456,2023,Spring,2023-sp,ESE 106,Geographies of Globalization,,Non-Western Cultures,,,,Social Sciences,ESE,106
457,2023,Spring,2023-sp,ESE 111,Emergence of Life,,,,Life Sciences,,,ESE,111
458,2023,Spring,2023-sp,ESE 117,The Oceans,,,,Physical Sciences,,,ESE,117
459,2023,Spring,2023-sp,ESE 118,Natural Disasters,,,,Physical Sciences,,,ESE,118
460,2023,Spring,2023-sp,ESE 120,Severe and Hazardous Weather,,,,Physical Sciences,Quantitative Reasoning 2,,ESE,120
461,2023,Spring,2023-sp,ESE 140,Climate and Global Change,,,,Physical Sciences,,,ESE,140
462,2023,Spring,2023-sp,ESE 143,History of Life,,,,Life Sciences,,,ESE,143
463,2023,Spring,2023-sp,ESE 202,American Environmental History,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,ESE,202
464,2023,Spring,2023-sp,ESE 208,History of the Earth System,,,,Physical Sciences,,,ESE,208
465,2023,Spring,2023-sp,ESE 210,Social & Environmental Issues,,,,,,Social Sciences,ESE,210
466,2023,Spring,2023-sp,ESE 254,"American People, Places, & Environments",,US Minority Cultures,,,,Social Sciences,ESE,254
467,2023,Spring,2023-sp,ESE 287,Environment and Society,,Western/Comparative Cultures,,,,Social Sciences,ESE,287
468,2023,Spring,2023-sp,ESE 360,Environmental Writing,Advanced Composition,,,,,,ESE,360
469,2023,Spring,2023-sp,ESE 380,Spatial Problem Solving,,,,,Quantitative Reasoning 2,,ESE,380
470,2023,Spring,2023-sp,ESE 465,Transportation &Sustainability,Advanced Composition,,,,,,ESE,465
471,2023,Spring,2023-sp,ESE 477,Advanced Environmental Writing,Advanced Composition,,,,,,ESE,477
