,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number
472,2023,Spring,2023-sp,ETMA 311,Humanity in the Food Web,Advanced Composition,,Historical & Philosophical Perspectives,,,,ETMA,311
473,2023,Spring,2023-sp,FAA 102,Design Beyond Boundaries,,,Literature & the Arts,,,,FAA,102
474,2023,Spring,2023-sp,FAA 110,Exploring Arts and Creativity,,,Literature & the Arts,,,,FAA,110
475,2023,Spring,2023-sp,FAA 201,Black Arts Today,,US Minority Cultures,Literature & the Arts,,,,FAA,201
476,2023,Spring,2023-sp,FR 156,Exploring Paris,,Western/Comparative Cultures,Literature & the Arts,,,,FR,156
477,2023,Spring,2023-sp,FR 165,French in US Minority Cultures,,US Minority Cultures,,,,,FR,165
478,2023,Spring,2023-sp,FR 179,Migration and French National Identity,,Western/Comparative Cultures,Literature & the Arts,,,,FR,179
479,2023,Spring,2023-sp,FR 195,French Intellectual Tradition,,,Historical & Philosophical Perspectives,,,,FR,195
480,2023,Spring,2023-sp,FSHN 101,The Science of Food and How it Relates to You,,,,Physical Sciences,,,FSHN,101
481,2023,Spring,2023-sp,FSHN 120,Contemporary Nutrition,,,,Life Sciences,,,FSHN,120
482,2023,Spring,2023-sp,GEOL 100,Planet Earth,,,,Physical Sciences,,,GEOL,100
483,2023,Spring,2023-sp,GEOL 104,Geology of the National Parks,,,,Physical Sciences,,,GEOL,104
484,2023,Spring,2023-sp,GEOL 107,Physical Geology,,,,Physical Sciences,,,GEOL,107
485,2023,Spring,2023-sp,GEOL 111,Emergence of Life,,,,Life Sciences,,,GEOL,111
486,2023,Spring,2023-sp,GEOL 117,The Oceans,,,,Physical Sciences,,,GEOL,117
487,2023,Spring,2023-sp,GEOL 118,Natural Disasters,,,,Physical Sciences,,,GEOL,118
488,2023,Spring,2023-sp,GEOL 143,History of Life,,,,Life Sciences,,,GEOL,143
489,2023,Spring,2023-sp,GEOL 201,History of Geology,Advanced Composition,,Historical & Philosophical Perspectives,,,,GEOL,201
490,2023,Spring,2023-sp,GEOL 208,History of the Earth System,,,,Physical Sciences,,,GEOL,208
491,2023,Spring,2023-sp,GEOL 350,Volcanoes,,,,,Quantitative Reasoning 2,,GEOL,350
492,2023,Spring,2023-sp,GER 201,German Popular Culture,,Western/Comparative Cultures,Literature & the Arts,,,,GER,201
493,2023,Spring,2023-sp,GER 205,Germany and Europe,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,GER,205
494,2023,Spring,2023-sp,GER 250,Grimms' Fairy Tales - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,GER,250
495,2023,Spring,2023-sp,GER 251,Grimm's Fairy Tales in Context,,Western/Comparative Cultures,Literature & the Arts,,,,GER,251
496,2023,Spring,2023-sp,GER 260,The Holocaust in Context - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,,,,GER,260
497,2023,Spring,2023-sp,GER 261,The Holocaust in Context,,Western/Comparative Cultures,Literature & the Arts,,,,GER,261
498,2023,Spring,2023-sp,GER 270,Sexuality and Literature,,,Literature & the Arts,,,,GER,270
499,2023,Spring,2023-sp,GER 331,Intro to German Literature,,,Literature & the Arts,,,,GER,331
500,2023,Spring,2023-sp,GGIS 100,Introduction to Meteorology,,,,Physical Sciences,,,GGIS,100
501,2023,Spring,2023-sp,GGIS 101,Global Development & Environment,,Non-Western Cultures,,,,Social Sciences,GGIS,101
502,2023,Spring,2023-sp,GGIS 103,Earth's Physical Systems,,,,Physical Sciences,,,GGIS,103
503,2023,Spring,2023-sp,GGIS 104,Social and Cultural Geography,,,,,,Social Sciences,GGIS,104
504,2023,Spring,2023-sp,GGIS 105,The Digital Earth,,,,,,Social Sciences,GGIS,105
505,2023,Spring,2023-sp,GGIS 106,Geographies of Globalization,,Non-Western Cultures,,,,Social Sciences,GGIS,106
506,2023,Spring,2023-sp,GGIS 204,Cities of the World,,Western/Comparative Cultures,,,,Social Sciences,GGIS,204
507,2023,Spring,2023-sp,GGIS 210,Social & Environmental Issues,,,,,,Social Sciences,GGIS,210
508,2023,Spring,2023-sp,GGIS 220,"Landscapes, Ecosystems and Environmental Change: Science and Management",,,,Physical Sciences,,,GGIS,220
509,2023,Spring,2023-sp,GGIS 221,Geographies of Global Conflict,,,,,,Social Sciences,GGIS,221
510,2023,Spring,2023-sp,GGIS 224,Environmental Data Science,,,,,,Social Sciences,GGIS,224
511,2023,Spring,2023-sp,GGIS 254,"American People, Places, & Environments",,US Minority Cultures,,,,Social Sciences,GGIS,254
512,2023,Spring,2023-sp,GGIS 280,Intro to Social Statistics,,,,,Quantitative Reasoning 1,,GGIS,280
513,2023,Spring,2023-sp,GGIS 287,Environment and Society,,Western/Comparative Cultures,,,,Social Sciences,GGIS,287
514,2023,Spring,2023-sp,GGIS 371,Spatial Analysis,,,,,Quantitative Reasoning 2,,GGIS,371
515,2023,Spring,2023-sp,GGIS 380,Spatial Problem Solving,,,,,Quantitative Reasoning 2,,GGIS,380
516,2023,Spring,2023-sp,GGIS 465,Transportation &Sustainability,Advanced Composition,,,,,,GGIS,465
517,2023,Spring,2023-sp,GLBL 100,Intro to Global Studies,,Western/Comparative Cultures,,,,Social Sciences,GLBL,100
518,2023,Spring,2023-sp,GLBL 118,Natural Disasters,,,,Physical Sciences,,,GLBL,118
519,2023,Spring,2023-sp,GLBL 130,Resistance Movements,,US Minority Cultures,,,,,GLBL,130
520,2023,Spring,2023-sp,GLBL 200,Foundations of Research,,,,,Quantitative Reasoning 2,Social Sciences,GLBL,200
521,2023,Spring,2023-sp,GLBL 221,Geographies of Global Conflict,,,,,,Social Sciences,GLBL,221
522,2023,Spring,2023-sp,GLBL 228,"Terrorism, Past and Present",,,Historical & Philosophical Perspectives,,,,GLBL,228
523,2023,Spring,2023-sp,GLBL 250,Development,,Non-Western Cultures,,,,,GLBL,250
524,2023,Spring,2023-sp,GLBL 272,Language and Culture in Turkey,,Non-Western Cultures,,,,,GLBL,272
525,2023,Spring,2023-sp,GLBL 280,Nuclear Weapons & Arms Control,Advanced Composition,,,,,,GLBL,280
526,2023,Spring,2023-sp,GLBL 357,Ethnic Conflict,Advanced Composition,,,,,,GLBL,357
527,2023,Spring,2023-sp,GLBL 392,Int Diplomacy and Negotiation,Advanced Composition,,,,,,GLBL,392
528,2023,Spring,2023-sp,GLBL 481,Writing on Technol & Security,Advanced Composition,,,,,,GLBL,481
529,2023,Spring,2023-sp,GWS 100,Intro Gender & Women's Studies,,,,,,Social Sciences,GWS,100
530,2023,Spring,2023-sp,GWS 103,Black Women in the Diaspora,,US Minority Cultures,,,,,GWS,103
531,2023,Spring,2023-sp,GWS 201,"Race, Gender & Power",,Western/Comparative Cultures,,,,,GWS,201
532,2023,Spring,2023-sp,GWS 202,Sexualities,,Western/Comparative Cultures,,,,,GWS,202
533,2023,Spring,2023-sp,GWS 215,US Citizenship Comparatively,,US Minority Cultures,Historical & Philosophical Perspectives,,,,GWS,215
534,2023,Spring,2023-sp,GWS 230,Latina/o Genders & Sexualities,,US Minority Cultures,,,,,GWS,230
535,2023,Spring,2023-sp,GWS 240,Gender & Sexuality in Greco-Roman Antiquity,,Western/Comparative Cultures,Literature & the Arts,,,,GWS,240
536,2023,Spring,2023-sp,GWS 245,"Wives, Workers and Witches in Pre-Modern Europe",,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,GWS,245
537,2023,Spring,2023-sp,GWS 250,Gender and Representation,,,,,,Social Sciences,GWS,250
538,2023,Spring,2023-sp,GWS 262,Women's Lives,,,,,,Social Sciences,GWS,262
539,2023,Spring,2023-sp,GWS 263,History of Medicine in the United States,,US Minority Cultures,Historical & Philosophical Perspectives,,,,GWS,263
540,2023,Spring,2023-sp,GWS 270,Sexuality and Literature,,,Literature & the Arts,,,,GWS,270
541,2023,Spring,2023-sp,GWS 275,The Politics of Fashion,,US Minority Cultures,,,,,GWS,275
542,2023,Spring,2023-sp,GWS 282,Feminist and Queer Activisms,,US Minority Cultures,,,,,GWS,282
543,2023,Spring,2023-sp,GWS 285,US Gender History to 1877,,US Minority Cultures,Historical & Philosophical Perspectives,,,,GWS,285
544,2023,Spring,2023-sp,GWS 286,US Gender History Since 1877,,US Minority Cultures,Historical & Philosophical Perspectives,,,,GWS,286
545,2023,Spring,2023-sp,GWS 287,African-American Women,,US Minority Cultures,Historical & Philosophical Perspectives,,,,GWS,287
546,2023,Spring,2023-sp,GWS 288,Global Islam and Feminisms,,Non-Western Cultures,,,,,GWS,288
547,2023,Spring,2023-sp,GWS 305,"Theories of Race, Gender, and Sexuality",Advanced Composition,,,,,,GWS,305
548,2023,Spring,2023-sp,GWS 356,Sex & Gender in Popular Media,,Western/Comparative Cultures,,,,,GWS,356
549,2023,Spring,2023-sp,GWS 361,Gender and Women in East Asia,Advanced Composition,,,,,,GWS,361
550,2023,Spring,2023-sp,GWS 380,Black Women Hist & Cultures,,Non-Western Cultures,,,,,GWS,380
551,2023,Spring,2023-sp,GWS 382,Black Women & Popular Culture,,US Minority Cultures,,,,,GWS,382
552,2023,Spring,2023-sp,GWS 392,Chicanas&Latinas: Self&Society,Advanced Composition,,,,,,GWS,392
553,2023,Spring,2023-sp,GWS 498,Senior Seminar,Advanced Composition,,,,,,GWS,498
554,2023,Spring,2023-sp,HDFS 105,Intro to Human Development,,,,,,BSC,HDFS,105
555,2023,Spring,2023-sp,HDFS 120,Intro to Family Studies,,,,,,Social Sciences,HDFS,120
556,2023,Spring,2023-sp,HDFS 140,Intro Gender & Women's Studies,,,,,,Social Sciences,HDFS,140
557,2023,Spring,2023-sp,HDFS 143,Biology of Human Behavior,,,,Life Sciences,,,HDFS,143
558,2023,Spring,2023-sp,HDFS 220,Families in Global Perspective,,Non-Western Cultures,,,,Social Sciences,HDFS,220
559,2023,Spring,2023-sp,HDFS 221,Asian Families in America,,US Minority Cultures,,,,Social Sciences,HDFS,221
560,2023,Spring,2023-sp,HDFS 225,Close Relationships,,,,,,Social Sciences,HDFS,225
561,2023,Spring,2023-sp,HDFS 259,Motor Development and Control,,,,,,BSC,HDFS,259
562,2023,Spring,2023-sp,HDFS 262,"Motor Develop, Growth & Form",,,,,,BSC,HDFS,262
563,2023,Spring,2023-sp,HDFS 263,"Diversity in Recreation, Sport, and Tourism",,US Minority Cultures,,,,,HDFS,263
564,2023,Spring,2023-sp,HDFS 290,Intro to Research Methods,Advanced Composition,,,,,,HDFS,290
565,2023,Spring,2023-sp,HDFS 322,US Latina and Latino Families,,US Minority Cultures,,,,,HDFS,322
566,2023,Spring,2023-sp,HDFS 330,Statistical Reasoning for Everyday Life,,,,,Quantitative Reasoning 2,,HDFS,330
567,2023,Spring,2023-sp,HIST 100,Global History,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,100
568,2023,Spring,2023-sp,HIST 101,History Now!,,,Historical & Philosophical Perspectives,,,,HIST,101
569,2023,Spring,2023-sp,HIST 103,A History of Everything: The Big Bang to Big Data,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,103
570,2023,Spring,2023-sp,HIST 104,Black Music,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,104
571,2023,Spring,2023-sp,HIST 105,Latin America to Independence,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,105
572,2023,Spring,2023-sp,HIST 106,Modern Latin America,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,106
573,2023,Spring,2023-sp,HIST 111,History of Africa to 1800,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,111
574,2023,Spring,2023-sp,HIST 112,History of Africa from 1800,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,112
575,2023,Spring,2023-sp,HIST 120,East Asian Civilizations,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,120
576,2023,Spring,2023-sp,HIST 130,History of South Asia,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,130
577,2023,Spring,2023-sp,HIST 135,History of Islamic Middle East,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,135
578,2023,Spring,2023-sp,HIST 140,Western Worlds: Ancient and Medieval Societies from the Mediterranean to N. Europe (ACP),Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,140
579,2023,Spring,2023-sp,HIST 141,Western Worlds: Ancient and Medieval Societies from the Mediterranean to Northern Europe,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,141
580,2023,Spring,2023-sp,HIST 142,Modern Europe and the World,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,142
581,2023,Spring,2023-sp,HIST 143,Modern Europe and the World - ACP,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,143
582,2023,Spring,2023-sp,HIST 164,The Automobile,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,164
583,2023,Spring,2023-sp,HIST 168,A History of Judaism,Advanced Composition,,Historical & Philosophical Perspectives,,,,HIST,168
584,2023,Spring,2023-sp,HIST 170,US History to 1877-ACP,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,170
585,2023,Spring,2023-sp,HIST 171,US History to 1877,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,171
586,2023,Spring,2023-sp,HIST 172,US History Since 1877,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,172
587,2023,Spring,2023-sp,HIST 173,US History Since 1877-ACP,Advanced Composition,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,173
588,2023,Spring,2023-sp,HIST 174,"Black America, 1619-Present",,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,174
589,2023,Spring,2023-sp,HIST 202,American Environmental History,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,202
590,2023,Spring,2023-sp,HIST 203,Reacting to the Past,,,Historical & Philosophical Perspectives,,,,HIST,203
591,2023,Spring,2023-sp,HIST 205,Lived Experience in Latin America,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,205
592,2023,Spring,2023-sp,HIST 207,Digital Documentary Publishing,,,Historical & Philosophical Perspectives,,,,HIST,207
593,2023,Spring,2023-sp,HIST 211,History of Southern Africa,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,211
594,2023,Spring,2023-sp,HIST 212,History of Eastern Africa,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,212
595,2023,Spring,2023-sp,HIST 213,African Muslim Societies,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,213
596,2023,Spring,2023-sp,HIST 219,History of the Prison,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,219
597,2023,Spring,2023-sp,HIST 220,Traditional China,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,220
598,2023,Spring,2023-sp,HIST 221,Modern China,,Non-Western Cultures,,,,,HIST,221
599,2023,Spring,2023-sp,HIST 222,Chinese Thought and Culture,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,222
600,2023,Spring,2023-sp,HIST 226,Premodern Japanese History,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,226
601,2023,Spring,2023-sp,HIST 227,Modern Japanese History,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,227
602,2023,Spring,2023-sp,HIST 236,Madness and Modern Society,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,236
603,2023,Spring,2023-sp,HIST 241,History of Ancient Rome,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,241
604,2023,Spring,2023-sp,HIST 245,"Wives, Workers and Witches in Pre-Modern Europe",,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,245
605,2023,Spring,2023-sp,HIST 247,Medieval Europe,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,247
606,2023,Spring,2023-sp,HIST 252,The Holocaust,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,252
607,2023,Spring,2023-sp,HIST 253,Enlightenment to Existentialsm,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,253
608,2023,Spring,2023-sp,HIST 254,Vikings to Volvos: Scandinavia,,Western/Comparative Cultures,Literature & the Arts,,,,HIST,254
609,2023,Spring,2023-sp,HIST 255,British Isles to 1688,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,255
610,2023,Spring,2023-sp,HIST 256,Britain and World Since 1688,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,256
611,2023,Spring,2023-sp,HIST 257,"Terrorism, Past and Present",,,Historical & Philosophical Perspectives,,,,HIST,257
612,2023,Spring,2023-sp,HIST 258,20thC World to Midcentury,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,258
613,2023,Spring,2023-sp,HIST 259,20thC World from Midcentury,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,259
614,2023,Spring,2023-sp,HIST 260,History of Russia,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,260
615,2023,Spring,2023-sp,HIST 261,Intro Russian-Jewish Culture,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,261
616,2023,Spring,2023-sp,HIST 262,Zionism: A Global History,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,262
617,2023,Spring,2023-sp,HIST 263,History of Medicine in the United States,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,263
618,2023,Spring,2023-sp,HIST 264,Technology in Western Society,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,264
619,2023,Spring,2023-sp,HIST 265,Science in Western Culture,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,265
620,2023,Spring,2023-sp,HIST 268,Biology and Society from Darwin to the Human Genome,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,268
621,2023,Spring,2023-sp,HIST 269,Jewish History Since 1700,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,269
622,2023,Spring,2023-sp,HIST 270,United States History to 1815,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,270
623,2023,Spring,2023-sp,HIST 271,Nineteenth Century America,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,271
624,2023,Spring,2023-sp,HIST 272,Twentieth Century America,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,272
625,2023,Spring,2023-sp,HIST 273,Illinois History,,,Historical & Philosophical Perspectives,,,,HIST,273
626,2023,Spring,2023-sp,HIST 274,US Foreign Relations Since 1917,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,274
627,2023,Spring,2023-sp,HIST 275,Afro-American History to 1877,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,275
628,2023,Spring,2023-sp,HIST 276,Afro-American Hist Since 1877,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,276
629,2023,Spring,2023-sp,HIST 277,Encounters in Native America,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,277
630,2023,Spring,2023-sp,HIST 278,Native American History,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,278
631,2023,Spring,2023-sp,HIST 279,Mexican-American History,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,279
632,2023,Spring,2023-sp,HIST 280,Caribbean Latina/o Migration,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,280
633,2023,Spring,2023-sp,HIST 281,Constructing Race in America,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,281
634,2023,Spring,2023-sp,HIST 283,Asian American History,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,283
635,2023,Spring,2023-sp,HIST 284,Af Am Urban Hist Since 1917,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,284
636,2023,Spring,2023-sp,HIST 285,US Gender History to 1877,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,285
637,2023,Spring,2023-sp,HIST 286,US Gender History Since 1877,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,286
638,2023,Spring,2023-sp,HIST 287,African-American Women,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,287
639,2023,Spring,2023-sp,HIST 288,American Indians of Illinois,,US Minority Cultures,Historical & Philosophical Perspectives,,,,HIST,288
640,2023,Spring,2023-sp,HIST 289,History of Religion in America,,,Historical & Philosophical Perspectives,,,,HIST,289
641,2023,Spring,2023-sp,HIST 290,"Religion, Violence & America",,Western/Comparative Cultures,,,,,HIST,290
642,2023,Spring,2023-sp,HIST 293,The President and the People,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,293
643,2023,Spring,2023-sp,HIST 325,History of Korea,,Non-Western Cultures,Historical & Philosophical Perspectives,,,,HIST,325
644,2023,Spring,2023-sp,HIST 327,Tokyo: Then and Now,Advanced Composition,Non-Western Cultures,,,,,HIST,327
645,2023,Spring,2023-sp,HIST 393,The World of Jewish Sepharad,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,HIST,393
646,2023,Spring,2023-sp,HIST 478,"The Black Freedom Movement, 1955-Present",Advanced Composition,,,,,,HIST,478
647,2023,Spring,2023-sp,HIST 482,Slavery in the United States,Advanced Composition,,,,,,HIST,482
648,2023,Spring,2023-sp,HIST 498,Research and Writing Seminar,Advanced Composition,,,,,,HIST,498
649,2023,Spring,2023-sp,HNDI 115,Language and Culture in India,,Non-Western Cultures,,,,,HNDI,115
650,2023,Spring,2023-sp,HORT 223,The Intelligent Behavior of Plants,Advanced Composition,,,Life Sciences,,,HORT,223
651,2023,Spring,2023-sp,IB 100,Biology in Today's World,,,,Life Sciences,,,IB,100
652,2023,Spring,2023-sp,IB 103,Introduction to Plant Biology,,,,Life Sciences,,,IB,103
653,2023,Spring,2023-sp,IB 105,Environmental Biology,,,,Life Sciences,,,IB,105
654,2023,Spring,2023-sp,IB 108,The Biology of Dinosaurs,,,,Life Sciences,,,IB,108
655,2023,Spring,2023-sp,IB 110,Race and Environmental Biology,,US Minority Cultures,,Life Sciences,,,IB,110
656,2023,Spring,2023-sp,IB 150,Organismal & Evolutionary Biol,,,,Life Sciences,,,IB,150
657,2023,Spring,2023-sp,IB 203,Ecology,Advanced Composition,,,,,,IB,203
658,2023,Spring,2023-sp,IB 210,The Biology of Sex: From Molecules to Societies,,,,Life Sciences,,,IB,210
659,2023,Spring,2023-sp,IB 220,Applied Entomology,,,,Life Sciences,,,IB,220
660,2023,Spring,2023-sp,IB 271,Organismal Biology,Advanced Composition,,,,,,IB,271
661,2023,Spring,2023-sp,IHLT 230,Leadership in Health,,,,,,Social Sciences,IHLT,230
662,2023,Spring,2023-sp,IHLT 232,Health Disparities in the U.S.,,US Minority Cultures,,,,,IHLT,232
663,2023,Spring,2023-sp,IHLT 240,Aging and Health Policy,,,,,,BSC,IHLT,240
664,2023,Spring,2023-sp,INFO 202,Social Aspects Info Tech,,,,,,Social Sciences,INFO,202
665,2023,Spring,2023-sp,INFO 303,Writing Across Media,Advanced Composition,,,,,,INFO,303
666,2023,Spring,2023-sp,IS 101,Introduction to Information Sciences,,,,,,Social Sciences,IS,101
667,2023,Spring,2023-sp,IS 107,Data Science Discovery,,,,,Quantitative Reasoning 1,,IS,107
668,2023,Spring,2023-sp,IS 145,Mapping Inequalities,,US Minority Cultures,,,Quantitative Reasoning 2,Social Sciences,IS,145
669,2023,Spring,2023-sp,IS 202,Social Aspects Info Tech,,,,,,Social Sciences,IS,202
670,2023,Spring,2023-sp,IS 203,Analytical Foundations for Information Problems,,,,,Quantitative Reasoning 2,,IS,203
671,2023,Spring,2023-sp,IS 229,Web Design Fundamentals,,,,,Quantitative Reasoning 1,,IS,229
672,2023,Spring,2023-sp,IS 266,Community Innovation,,Western/Comparative Cultures,,,,Social Sciences,IS,266
673,2023,Spring,2023-sp,IS 305,Programming for Information Problems II,,,,,Quantitative Reasoning 1,,IS,305
674,2023,Spring,2023-sp,IS 312,Reading and Writing Data,Advanced Composition,,Literature & the Arts,,,,IS,312
675,2023,Spring,2023-sp,ITAL 156,Exploring Rome: History and Culture of the Eternal City,,Western/Comparative Cultures,Literature & the Arts,,,,ITAL,156
676,2023,Spring,2023-sp,ITAL 240,Italy Middle Ages & Renaiss,,,Literature & the Arts,,,,ITAL,240
677,2023,Spring,2023-sp,ITAL 250,Minority Identities in Film and Culture: The Italian American and African American Experience,,US Minority Cultures,,,,,ITAL,250
678,2023,Spring,2023-sp,ITAL 270,Introduction to Italian Cinema,,,Literature & the Arts,,,,ITAL,270
679,2023,Spring,2023-sp,JOUR 200,Introduction to Journalism,Advanced Composition,,,,,,JOUR,200
680,2023,Spring,2023-sp,JOUR 205,History of American Journalism,,,Historical & Philosophical Perspectives,,,,JOUR,205
681,2023,Spring,2023-sp,JOUR 451,Research Methods in Journalism,,,,,Quantitative Reasoning 2,,JOUR,451
682,2023,Spring,2023-sp,JOUR 452,Great Books of Journalism,,,Literature & the Arts,,,,JOUR,452
683,2023,Spring,2023-sp,JS 108,Religion & Society in West I,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,108
684,2023,Spring,2023-sp,JS 120,A History of Judaism,Advanced Composition,,Historical & Philosophical Perspectives,,,,JS,120
685,2023,Spring,2023-sp,JS 201,History of Antisemitism,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,201
686,2023,Spring,2023-sp,JS 209,Jewish American and US Minority Literatures in Dialogue,,US Minority Cultures,Literature & the Arts,,,,JS,209
687,2023,Spring,2023-sp,JS 211,The Arab-Israeli Conflict,,Western/Comparative Cultures,Literature & the Arts,,,,JS,211
688,2023,Spring,2023-sp,JS 212,Israeli Cinema and Television,,Western/Comparative Cultures,Literature & the Arts,,,,JS,212
689,2023,Spring,2023-sp,JS 220,Jewish Storytelling,,Western/Comparative Cultures,Literature & the Arts,,,,JS,220
690,2023,Spring,2023-sp,JS 231,Development of Ancient Cities,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,231
691,2023,Spring,2023-sp,JS 252,The Holocaust,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,252
692,2023,Spring,2023-sp,JS 261,The Holocaust in Context,,Western/Comparative Cultures,Literature & the Arts,,,,JS,261
693,2023,Spring,2023-sp,JS 262,Zionism: A Global History,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,262
694,2023,Spring,2023-sp,JS 269,Jewish History Since 1700,,Western/Comparative Cultures,Historical & Philosophical Perspectives,,,,JS,269
695,2023,Spring,2023-sp,JS 290,Jewish Cultures of the World,,Non-Western Cultures,,,,,JS,290
696,2023,Spring,2023-sp,JS 320,Responses to the Holocaust,,Western/Comparative Cultures,Literature & the Arts,,,,JS,320
697,2023,Spring,2023-sp,KIN 140,Social Sci of Human Movement,,,,,,Social Sciences,KIN,140
698,2023,Spring,2023-sp,KIN 150,Bioscience of Human Movement,,,,Life Sciences,,,KIN,150
699,2023,Spring,2023-sp,KIN 201,Physical Activity Research Methods,,,,,Quantitative Reasoning 2,,KIN,201
700,2023,Spring,2023-sp,KIN 230,"Diversity in Recreation, Sport, and Tourism",,US Minority Cultures,,,,,KIN,230
701,2023,Spring,2023-sp,KIN 249,Sport & Modern Society,,,,,,Social Sciences,KIN,249
702,2023,Spring,2023-sp,KIN 259,Motor Development and Control,,,,,,BSC,KIN,259
703,2023,Spring,2023-sp,KIN 262,"Motor Develop, Growth & Form",,,,,,BSC,KIN,262
704,2023,Spring,2023-sp,KIN 340,Social & Psychological Aspects of Physical Activity,Advanced Composition,,,,,,KIN,340
705,2023,Spring,2023-sp,KIN 401,Measure & Eval in Kinesiology,,,,,Quantitative Reasoning 2,,KIN,401
