Column,Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS,Subject,Number,Advanced Composition,Non-Western Cultures,US Minority Cultures,Western/Comparative Cultures,Literature & the Arts,Historical & Philosophical Perspectives,Physical Sciences,Life Sciences,Quantitative Reasoning 2,Quantitative Reasoning 1,Behavioral Sciences,Social Sciences,GeneralEducation
271,2023,Spring,2023-sp,CS 128,Introduction to Computer Science II,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,CS,128,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
272,2023,Spring,2023-sp,CS 211,Ethical and Professional Conduct,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,CS,211,Advanced Composition,,,,,,,,,,,,Advanced Composition
273,2023,Spring,2023-sp,CS 225,Data Structures,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,CS,225,,,,,,,,,Quantitative Reasoning 2,,,,Quantitative Reasoning 2
274,2023,Spring,2023-sp,CS 429,"Software Engineering II, ACP",Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,CS,429,Advanced Composition,,,,,,,,,,,,Advanced Composition
275,2023,Spring,2023-sp,CS 493,"Senior Project II, ACP",Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,CS,493,Advanced Composition,,,,,,,,,,,,Advanced Composition
276,2023,Spring,2023-sp,CS 499,Senior Thesis,Advanced Composition,Non-Western Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,CS,499,Advanced Composition,,,,,,,,,,,,Advanced Composition
277,2023,Spring,2023-sp,CW 100,Intro to Creative Writing,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CW,100,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
278,2023,Spring,2023-sp,CW 243,"The Craft Essay: Creative Reading, Reflection, and Revision",Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CW,243,Advanced Composition,,,,,,,,,,,,Advanced Composition
279,2023,Spring,2023-sp,CWL 111,Bible as Literature,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,111,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
280,2023,Spring,2023-sp,CWL 114,Global Consciousness and Lit,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,114,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
280,2023,Spring,2023-sp,CWL 114,Global Consciousness and Lit,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,114,,,,,,,,,,,,,Literature & the Arts
281,2023,Spring,2023-sp,CWL 117,Russ & E Euro Science Fiction,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,117,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
282,2023,Spring,2023-sp,CWL 122,Russia and Black America,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,122,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
283,2023,Spring,2023-sp,CWL 151,Cross-Cultural Thematics,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,151,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
284,2023,Spring,2023-sp,CWL 189,Literatures of the Islamic World,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,189,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
284,2023,Spring,2023-sp,CWL 189,Literatures of the Islamic World,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,189,,,,,,,,,,,,,Literature & the Arts
285,2023,Spring,2023-sp,CWL 190,Modern Asian and African Literatures,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,190,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
285,2023,Spring,2023-sp,CWL 190,Modern Asian and African Literatures,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,190,,,,,,,,,,,,,Literature & the Arts
286,2023,Spring,2023-sp,CWL 201,Comparative Lit Studies,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,201,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
287,2023,Spring,2023-sp,CWL 202,Literature and Ideas,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,202,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
287,2023,Spring,2023-sp,CWL 202,Literature and Ideas,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,202,,,,,,,,,,,,,Literature & the Arts
288,2023,Spring,2023-sp,CWL 204,US Border Literatures and Cultures,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,204,,,US Minority Cultures,,,,,,,,,,US Minority Cultures
289,2023,Spring,2023-sp,CWL 205,Islam & West Through Lit,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,205,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
290,2023,Spring,2023-sp,CWL 207,Indian Cinema in Context,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,207,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
290,2023,Spring,2023-sp,CWL 207,Indian Cinema in Context,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,207,,,,,,,,,,,,,Literature & the Arts
291,2023,Spring,2023-sp,CWL 208,Cultures & Literatures of South Asia,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,208,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
291,2023,Spring,2023-sp,CWL 208,Cultures & Literatures of South Asia,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,208,,,,,,,,,,,,,Literature & the Arts
292,2023,Spring,2023-sp,CWL 209,Jewish American and US Minority Literatures in Dialogue,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,209,,,US Minority Cultures,,Literature & the Arts,,,,,,,,US Minority Cultures
292,2023,Spring,2023-sp,CWL 209,Jewish American and US Minority Literatures in Dialogue,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,209,,,,,,,,,,,,,Literature & the Arts
293,2023,Spring,2023-sp,CWL 210,Introduction to Modern African Literature,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,210,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
293,2023,Spring,2023-sp,CWL 210,Introduction to Modern African Literature,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,210,,,,,,,,,,,,,Literature & the Arts
294,2023,Spring,2023-sp,CWL 211,The Arab-Israeli Conflict,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,211,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
294,2023,Spring,2023-sp,CWL 211,The Arab-Israeli Conflict,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,211,,,,,,,,,,,,,Literature & the Arts
295,2023,Spring,2023-sp,CWL 212,Israeli Cinema and Television,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,212,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
295,2023,Spring,2023-sp,CWL 212,Israeli Cinema and Television,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,212,,,,,,,,,,,,,Literature & the Arts
296,2023,Spring,2023-sp,CWL 215,"Madness, Myth, and Murder",Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,215,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
297,2023,Spring,2023-sp,CWL 216,Legends of King Arthur,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,216,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
297,2023,Spring,2023-sp,CWL 216,Legends of King Arthur,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,216,,,,,,,,,,,,,Literature & the Arts
298,2023,Spring,2023-sp,CWL 217,Classical Chinese Lit,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,217,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
298,2023,Spring,2023-sp,CWL 217,Classical Chinese Lit,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,217,,,,,,,,,,,,,Literature & the Arts
299,2023,Spring,2023-sp,CWL 220,Exploring the Greek and Roman World,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,220,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
299,2023,Spring,2023-sp,CWL 220,Exploring the Greek and Roman World,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,220,,,,,,,,,,,,,Literature & the Arts
300,2023,Spring,2023-sp,CWL 221,Jewish Storytelling,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,221,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
300,2023,Spring,2023-sp,CWL 221,Jewish Storytelling,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,221,,,,,,,,,,,,,Literature & the Arts
301,2023,Spring,2023-sp,CWL 223,The Qur'an (Koran),Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,223,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
301,2023,Spring,2023-sp,CWL 223,The Qur'an (Koran),Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,223,,,,,,,,,,,,,Literature & the Arts
302,2023,Spring,2023-sp,CWL 226,Humanist Persp of Afro-Am Exp,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,226,,,US Minority Cultures,,Literature & the Arts,,,,,,,,US Minority Cultures
302,2023,Spring,2023-sp,CWL 226,Humanist Persp of Afro-Am Exp,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,226,,,,,,,,,,,,,Literature & the Arts
303,2023,Spring,2023-sp,CWL 227,Golden Age of Russian Lit,Advanced Composition,US Minority Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,227,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
304,2023,Spring,2023-sp,CWL 230,Popular Cultures of Contemporary East Asia,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,230,,Non-Western Cultures,,,Literature & the Arts,,,,,,,,Non-Western Cultures
304,2023,Spring,2023-sp,CWL 230,Popular Cultures of Contemporary East Asia,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,230,,,,,,,,,,,,,Literature & the Arts
305,2023,Spring,2023-sp,CWL 240,Italy Middle Ages & Renaiss,Advanced Composition,Non-Western Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,240,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
306,2023,Spring,2023-sp,CWL 241,Early Masterpieces of Western Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,241,Advanced Composition,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Advanced Composition
306,2023,Spring,2023-sp,CWL 241,Early Masterpieces of Western Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,241,,,,,,,,,,,,,Western/Comparative Cultures
306,2023,Spring,2023-sp,CWL 241,Early Masterpieces of Western Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,241,,,,,,,,,,,,,Literature & the Arts
307,2023,Spring,2023-sp,CWL 242,Modern Masterpieces of Western Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,242,Advanced Composition,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Advanced Composition
307,2023,Spring,2023-sp,CWL 242,Modern Masterpieces of Western Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,242,,,,,,,,,,,,,Western/Comparative Cultures
307,2023,Spring,2023-sp,CWL 242,Modern Masterpieces of Western Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,242,,,,,,,,,,,,,Literature & the Arts
308,2023,Spring,2023-sp,CWL 249,Russian Lit and Revolution,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,249,,,,,Literature & the Arts,,,,,,,,Literature & the Arts
309,2023,Spring,2023-sp,CWL 250,Grimms' Fairy Tales - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,250,Advanced Composition,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Advanced Composition
309,2023,Spring,2023-sp,CWL 250,Grimms' Fairy Tales - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,250,,,,,,,,,,,,,Western/Comparative Cultures
309,2023,Spring,2023-sp,CWL 250,Grimms' Fairy Tales - ACP,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,250,,,,,,,,,,,,,Literature & the Arts
310,2023,Spring,2023-sp,CWL 251,Viking Mythology,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,251,,,,Western/Comparative Cultures,,Historical & Philosophical Perspectives,,,,,,,Western/Comparative Cultures
310,2023,Spring,2023-sp,CWL 251,Viking Mythology,Advanced Composition,Western/Comparative Cultures,Historical & Philosophical Perspectives,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,251,,,,,,,,,,,,,Historical & Philosophical Perspectives
311,2023,Spring,2023-sp,CWL 252,Viking Sagas in Translation,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,252,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
311,2023,Spring,2023-sp,CWL 252,Viking Sagas in Translation,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,252,,,,,,,,,,,,,Literature & the Arts
312,2023,Spring,2023-sp,CWL 253,Medieval Literature and Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,253,,,,Western/Comparative Cultures,Literature & the Arts,,,,,,,,Western/Comparative Cultures
312,2023,Spring,2023-sp,CWL 253,Medieval Literature and Culture,Advanced Composition,Western/Comparative Cultures,Literature & the Arts,Life Sciences,Quantitative Reasoning 2,Social Sciences,CWL,253,,,,,,,,,,,,,Literature & the Arts
